node1,node2,TP2_T7,TP2_T9,T7,T8,T9
PPP2R5A,PSMD12,0-1,0,0,1,1
HNRNPD,TXNL4A,0,1-0,1,1,0
CPSF3,SF3B2,0-1,1-0,0,1,0
INTS13,POLR2D,0-1,1-0,0,1,0
GEMIN7,SNRPF,0-1,1-0,0,1,0
LNX1,RNF123,0-1,1-0,0,1,0
EMC6,EMC8,0-1,1-0,0,1,0
CERS2,DEGS1,0-1,1-0,0,1,0
CUL3,ZBTB16,0,1-0,1,1,0
HRAS,PRKCE,0-1,1-0,0,1,0
ARAP2,KDELR1,0-1,1-0,0,1,0
RPL21,RPL34,0-1,1-0,0,1,0
MRPS10,MRPS12,0-1,1-0,0,1,0
PQBP1,SF3B5,0-1,1-0,0,1,0
PCBP2,RBMX,0-1,1-0,0,1,0
RPL27,RPS6,0-1,1-0,0,1,0
RPL3,RPS17,1-0,0,1,0,0
RPL10A,RPL27,0-1,1-0,0,1,0
RPL22L1,RPS3,0-1,1-0,0,1,0
MCM5,ORC1,0-1,0,0,1,1
CBFB,RUNX1,0-1,1-0,0,1,0
IMP4,WDR74,0-1,1-0,0,1,0
CCNB1,FOXM1,0-1,0,0,1,1
MNAT1,POLD4,0-1,1-0,0,1,0
COL4A1,SERPINH1,0,0-1,0,0,1
CTNNB1,ILK,0-1,1-0,0,1,0
DHX9,SNRPB2,0-1,1-0,0,1,0
HRAS,PPP2R5C,0-1,1-0,0,1,0
CTPS1,POLR2J3,0-1,1-0,0,1,0
DERL2,RNF103,0,1-0,1,1,0
MRPS26,MRPS5,0-1,1-0,0,1,0
SNRNP40,USP39,0-1,1-0,0,1,0
GABARAPL1,GABARAPL2,0,1-0,1,1,0
CYP2C18,GSTA4,1-0,0,1,0,0
HDAC7,PML,0-1,1-0,0,1,0
NDUFB11,NDUFB7,0-1,1-0,0,1,0
CDC20,NUDC,0-1,1-0,0,1,0
CENPE,TTK,0-1,1-0,0,1,0
PCBP2,WBP11,0-1,1-0,0,1,0
SNRPB,SNRPG,0-1,1-0,0,1,0
GOLGA2,TMED3,0,1-0,1,1,0
CTH,MARS2,1-0,0-1,1,0,1
CENPE,KIF3B,0-1,1-0,0,1,0
RPL30,RPL7,0-1,1-0,0,1,0
CXXC1,WDR82,0,1-0,1,1,0
FANCA,RPA3,1-0,0,1,0,0
MRPL3,MRPS5,0-1,1-0,0,1,0
ELAVL2,HNRNPA2B1,0-1,1-0,0,1,0
CTCF,H2AFJ,0-1,1-0,0,1,0
SDC1,SDCBP,0-1,1-0,0,1,0
RPL18,RPL21,0-1,1-0,0,1,0
RPL17,RPS16,0-1,1-0,0,1,0
ALYREF,USP39,0-1,1-0,0,1,0
ITGB1,SAT1,0,1-0,1,1,0
ERCC2,RPA3,1-0,0,1,0,0
HNRNPUL1,SRSF3,0-1,1-0,0,1,0
CPSF7,SF3B3,0-1,1-0,0,1,0
GTF3A,GTF3C1,0-1,1-0,0,1,0
RPL35A,RPS3,0-1,1-0,0,1,0
RPS10,RPS5,0-1,1-0,0,1,0
ASF1B,MCM2,0,0-1,0,0,1
CDK8,PPARG,0-1,0,0,1,1
GNAQ,HRAS,0-1,1-0,0,1,0
RPL10,RPS3,0-1,1-0,0,1,0
CDKN1B,SFN,1-0,0,1,0,0
IQGAP1,MARK3,0-1,0,0,1,1
DYNC1H1,YWHAG,0-1,1-0,0,1,0
HDAC1,MYBL2,0,1-0,1,1,0
ARFGAP1,KDELR1,0-1,1-0,0,1,0
H2AFZ,PLK1,0-1,1-0,0,1,0
CDC20,FOXM1,0-1,0,0,1,1
RBCK1,RNF130,0-1,1-0,0,1,0
FTSJ3,PNO1,0-1,1-0,0,1,0
RPS3,RPS8,0-1,1-0,0,1,0
CCNF,SKP2,0-1,1-0,0,1,0
DNAJB11,HSPA5,0-1,1-0,0,1,0
HNRNPK,HNRNPM,0-1,1-0,0,1,0
CCT2,GBA,0,0,1,1,1
PPP2R5D,PRKAR1A,0-1,1-0,0,1,0
PQBP1,PRPF40A,0-1,1-0,0,1,0
FNBP1L,RAB5A,0-1,1-0,0,1,0
NFKB1,PRKCZ,0-1,1-0,0,1,0
CDC27,NEK2,0-1,1-0,0,1,0
EME1,ERCC1,0-1,1-0,0,1,0
MRPS12,RPS2,0,0-1,0,0,1
HSPA5,NDC1,0-1,1-0,0,1,0
GRB2,IL4R,0-1,1-0,0,1,0
MAP3K11,MARK3,0-1,1-0,0,1,0
CRNKL1,NCBP2,0-1,1-0,0,1,0
RACGAP1,ZW10,0-1,1-0,0,1,0
POLD1,RBBP8,0-1,1-0,0,1,0
COL7A1,CTSZ,0-1,1-0,0,1,0
HIST1H2BD,NPM1,1-0,0,1,0,0
AK1,NT5C3A,0-1,1-0,0,1,0
ACTR2,AP2M1,0-1,1-0,0,1,0
PAFAH1B1,SDCCAG8,0-1,1-0,0,1,0
MRPL57,MRPS15,0-1,1-0,0,1,0
BDP1,POLR3K,1-0,0,1,0,0
PNPT1,SUPV3L1,0-1,1-0,0,1,0
PPP1CC,SGO1,0-1,0,0,1,1
MVP,PARP4,0-1,1-0,0,1,0
PPP4C,TIPRL,0-1,1-0,0,1,0
EPN1,SYNJ2,0-1,1-0,0,1,0
SKA1,ZW10,0-1,1-0,0,1,0
PRPF19,SNRNP70,0-1,1-0,0,1,0
ARAP1,KDELR3,0-1,1-0,0,1,0
RPL4,RSL24D1,0-1,1-0,0,1,0
RPS16,RPS7,0-1,1-0,0,1,0
BYSL,NIP7,0-1,1-0,0,1,0
H2AFV,H2AFZ,0-1,1-0,0,1,0
COX4I1,COX7C,0-1,1-0,0,1,0
RPS12,RPS15A,0-1,1-0,0,1,0
MYH9,WASF1,0-1,1-0,0,1,0
CCNB1,NDC1,0-1,1-0,0,1,0
LSM3,TXNL4A,0-1,1-0,0,1,0
PQBP1,PRPF4,0-1,1-0,0,1,0
KLC1,TMED9,0-1,1-0,0,1,0
BRCA1,FANCA,0-1,1-0,0,1,0
RPS14,RPS29,0-1,1-0,0,1,0
ILK,PXN,0-1,1-0,0,1,0
LSM4,SRSF2,0,1-0,1,1,0
PELP1,TEX10,0-1,1-0,0,1,0
CWC22,EFTUD2,0-1,1-0,0,1,0
EGFR,ITGB1,0-1,1-0,0,1,0
EEFSEC,RPL26L1,1-0,0,1,0,0
BYSL,DHX37,0-1,1-0,0,1,0
DDX56,IMP4,0-1,1-0,0,1,0
H2AFJ,POLR1B,0-1,1-0,0,1,0
PPP2R5A,ZW10,0,1-0,1,1,0
DNAJC8,RBMX,0-1,1-0,0,1,0
OCRL,VAMP3,0,0-1,0,0,1
BUD31,SNRPD3,0-1,1-0,0,1,0
DDX50,SDAD1,0-1,1-0,0,1,0
RPL38,UBA52,0-1,1-0,0,1,0
MRPL28,MRPS34,0-1,1-0,0,1,0
ADH6,GSTT2B,0-1,1-0,0,1,0
FANCG,FANCL,0,1-0,1,1,0
EPHB3,PTK2,0-1,1-0,0,1,0
FDFT1,PDSS1,1-0,0,1,0,0
CXXC1,WDR5,0,1-0,1,1,0
ITPR3,ORAI2,0-1,0,0,1,1
CDK6,SFN,0-1,1-0,0,1,0
RPL10A,RPS3,0-1,1-0,0,1,0
ACSS2,HADHB,0-1,1-0,0,1,0
RPS25,RPS3A,0-1,1-0,0,1,0
ARIH2,UBE2Z,0-1,1-0,0,1,0
APP,EDN3,0,0,1,1,1
LSM3,SNRPC,0-1,1-0,0,1,0
RNF34,TRIM21,0-1,1-0,0,1,0
VAMP3,YKT6,0-1,1-0,0,1,0
GTF2H3,POLR1D,0-1,1-0,0,1,0
RPL10A,RPL13,0-1,1-0,0,1,0
RAD54L,RECQL,0-1,1-0,0,1,0
HEXA,RENBP,0-1,0,0,1,1
HIST1H2BD,STAG1,0-1,1-0,0,1,0
DUT,TYMS,0,1-0,1,1,0
TPM3,VCL,0-1,1-0,0,1,0
GATA3,IL33,0,1-0,1,1,0
CENPK,SMC3,0,0-1,0,0,1
RPL10,RPS5,0-1,1-0,0,1,0
SNCA,UBE2L3,0-1,1-0,0,1,0
BCAS2,SRSF6,0-1,1-0,0,1,0
PCBP2,SNRNP70,0-1,1-0,0,1,0
CDC20,PSMF1,0-1,1-0,0,1,0
CDC37,NRAS,0-1,1-0,0,1,0
SPHK1,SYK,0-1,1-0,0,1,0
CALM3,DAPK1,0-1,0,0,1,1
VCL,WASL,0-1,1-0,0,1,0
POLE3,TCEA1,0-1,1-0,0,1,0
MRPL23,MTIF2,0-1,1-0,0,1,0
PPP2R1A,RNPS1,0-1,1-0,0,1,0
H2AFZ,RB1,0-1,1-0,0,1,0
CCNA2,PSME4,0,0-1,0,0,1
IGF1R,PIK3CD,0-1,1-0,0,1,0
CAD,NAGS,1-0,0,1,0,0
FBL,NOP58,0-1,1-0,0,1,0
E2F3,TFDP1,0,0-1,0,0,1
CCNB1,KIF18A,0,0-1,0,0,1
HNRNPD,HNRNPM,0-1,1-0,0,1,0
GDI2,RHOA,0,1-0,1,1,0
RPS10,RPS7,0-1,1-0,0,1,0
ETHE1,TST,0-1,1-0,0,1,0
GPAT4,MBOAT1,0-1,1-0,0,1,0
A2M,ACTN4,0-1,0,0,1,1
AURKB,NUDC,0-1,0,0,1,1
DCTPP1,POLD1,0-1,1-0,0,1,0
SFN,TBC1D1,0-1,1-0,0,1,0
ADK,ADSL,0-1,1-0,0,1,0
SRSF10,SRSF3,0-1,1-0,0,1,0
ACTG1,MYH14,0,0-1,0,0,1
SRSF2,SRSF3,0-1,1-0,0,1,0
ANAPC5,PSMA1,1-0,0,1,0,0
POLD4,RPA3,0-1,1-0,0,1,0
UBE2Z,UBR4,0-1,1-0,0,1,0
RPL34,RPS10,0-1,1-0,0,1,0
PACSIN3,VAMP3,0-1,1-0,0,1,0
EIF3A,EIF4B,0-1,1-0,0,1,0
F2R,LPAR2,1-0,0,1,0,0
NUP54,THOC5,0,0,1,1,1
ANAPC15,ANAPC5,0,0,1,1,1
DAD1,RPN1,1-0,0,1,0,0
EFNA3,ROCK1,0-1,1-0,0,1,0
CCT8,TUBA1B,0-1,1-0,0,1,0
B3GALT6,SDC4,1-0,0,1,0,0
RAD51,RHNO1,0-1,1-0,0,1,0
HIST2H2AC,SYNE2,0-1,1-0,0,1,0
LRRK2,SNCA,0-1,0,0,1,1
GSTP1,GSTT2B,0-1,1-0,0,1,0
FEN1,POLD4,0,1-0,1,1,0
COL17A1,PLOD3,0-1,0,0,1,1
STX17,YKT6,0-1,1-0,0,1,0
ARHGEF28,EPHB4,0-1,0,0,1,1
RPL19,RPS3,0-1,1-0,0,1,0
IFT46,IFT81,0,0-1,0,0,1
RPL19,RPL3,1-0,0,1,0,0
CARS,EPRS,0,0,1,1,1
MRPL12,MRPS10,0-1,1-0,0,1,0
RRS1,WDR74,0-1,1-0,0,1,0
DNAJC8,PRPF19,0-1,1-0,0,1,0
TAF6,WDR5,0,0-1,0,0,1
CUL3,FBXW5,0-1,1-0,0,1,0
BYSL,PUM3,0-1,1-0,0,1,0
CDC20,FBXO17,0-1,1-0,0,1,0
HLA-DPB1,PRKCQ,1-0,0,1,0,0
CTNNB1,EGFR,0-1,1-0,0,1,0
HNRNPM,TXNL4A,1-0,0,1,0,0
ERCC6L,NUDC,0-1,1-0,0,1,0
RPL11,RPL17,0-1,1-0,0,1,0
ARFGAP1,COPG1,0-1,1-0,0,1,0
DNAJC8,PPIH,0-1,1-0,0,1,0
HRAS,PPP2R5A,0-1,1-0,0,1,0
GNL3L,HEATR1,0-1,1-0,0,1,0
CERK,DEGS2,0-1,1-0,0,1,0
ESF1,PUM3,0-1,1-0,0,1,0
ANAPC5,UBE2E1,0-1,0,0,1,1
TGFB1,VWF,0,0,1,1,1
ANAPC15,PSMA1,1-0,0,1,0,0
EP300,SKP1,0-1,1-0,0,1,0
PSMD1,PSMD4,0-1,1-0,0,1,0
COL1A1,ITGA2,0-1,1-0,0,1,0
AURKB,NUP35,0-1,1-0,0,1,0
CERS3,DEGS1,0,1-0,1,1,0
POLR3D,POLR3G,0-1,1-0,0,1,0
CDC6,RB1,0-1,1-0,0,1,0
KIF22,ZW10,0,1-0,1,1,0
GRB2,RACK1,0-1,1-0,0,1,0
CALML3,NOS1,0-1,1-0,0,1,0
EPHB4,VAV2,0,0-1,0,0,1
BIRC2,PSMB8,0-1,1-0,0,1,0
EXOSC5,RPL15,0-1,0,0,1,1
UBB,VAMP8,0-1,1-0,0,1,0
ITPK1,ITPKC,0-1,1-0,0,1,0
SEC24D,TRAPPC1,0-1,1-0,0,1,0
CHL1,ITGB1,0-1,1-0,0,1,0
SLC25A4,TIMM13,0-1,1-0,0,1,0
MRPL11,MRPS15,1-0,0,1,0,0
AURKB,CENPH,0,0-1,0,0,1
CEBPZ,PUM3,0-1,1-0,0,1,0
CDC20,PRC1,0,0-1,0,0,1
HRAS,NRAS,0-1,1-0,0,1,0
NDUFA4,NDUFAB1,0-1,1-0,0,1,0
ITPR3,PRKAR1A,0-1,1-0,0,1,0
EXOC2,RAB11A,1-0,0,1,0,0
CTSZ,PREB,0-1,1-0,0,1,0
GFM1,MRPS16,0,1-0,1,1,0
HSP90AB1,PPID,0-1,1-0,0,1,0
EIF3H,RPS23,0-1,1-0,0,1,0
RBM19,UTP4,0-1,1-0,0,1,0
SNRPG,SRSF3,0-1,0,0,1,1
LSM4,PRPF4,0-1,1-0,0,1,0
CIT,PRC1,0-1,1-0,0,1,0
ESR1,STK11,0-1,1-0,0,1,0
ANAPC11,PTTG1,0-1,1-0,0,1,0
AP2S1,NECAP1,0,1-0,1,1,0
CXCR1,LPAR3,0,0,1,1,1
GTF2H2,POLR2K,0-1,1-0,0,1,0
CKAP5,PPP1CC,0-1,1-0,0,1,0
CXCR1,GNA15,0,0,1,1,1
CAP1,GPC1,0-1,1-0,0,1,0
ANK3,GOSR1,0-1,1-0,0,1,0
LSM4,SNRPD2,0-1,1-0,0,1,0
PLK1,PSMA4,0-1,1-0,0,1,0
ITPR3,PRKACB,0-1,1-0,0,1,0
MRPS10,MRPS24,0-1,1-0,0,1,0
ERCC2,XPC,0-1,1-0,0,1,0
AURKAIP1,MRPL20,0-1,1-0,0,1,0
MRPL28,MRPS17,0-1,1-0,0,1,0
CD2BP2,NUDT21,0-1,1-0,0,1,0
SIN3A,SIN3B,0-1,1-0,0,1,0
PDCD11,WDR18,0,1-0,1,1,0
LSM4,POLR2J,0-1,1-0,0,1,0
AP1S1,TXNDC5,0-1,1-0,0,1,0
DDX47,PES1,0-1,1-0,0,1,0
RPL41,RPS25,0-1,1-0,0,1,0
PPP2R5C,YWHAB,0-1,1-0,0,1,0
CXCR1,PTGER3,0,0,1,1,1
DYNC1H1,KIF2C,0-1,1-0,0,1,0
ALYREF,YBX1,0-1,1-0,0,1,0
CDK1,TOP2A,0,0-1,0,0,1
ALDH1A1,DHRS4L2,0-1,1-0,0,1,0
GSR,GSTK1,0-1,1-0,0,1,0
PKN3,RHOA,0-1,1-0,0,1,0
CHD3,H2AFX,0,0-1,0,0,1
MAPK13,NCF2,0-1,1-0,0,1,0
PHC2,UBE2S,0-1,1-0,0,1,0
MRTO4,RPS3,0,1-0,1,1,0
NOP56,SSB,0-1,1-0,0,1,0
GOLGA2,RAB1A,0-1,1-0,0,1,0
RPS5,SRP14,0-1,1-0,0,1,0
PQBP1,USP39,0-1,1-0,0,1,0
PAPOLA,PQBP1,0-1,1-0,0,1,0
PPP1R1B,PRKACB,0-1,1-0,0,1,0
DPH7,EEF2,0,0-1,0,0,1
EXOSC4,RPS2,0-1,0,0,1,1
ANAPC11,CUL1,0-1,1-0,0,1,0
ALYREF,ELAVL1,0-1,1-0,0,1,0
TEX10,WDR18,0-1,1-0,0,1,0
LDHB,TST,0-1,1-0,0,1,0
EPHB4,ROCK2,0,0-1,0,0,1
CANX,MOGS,0-1,1-0,0,1,0
DDOST,RPS9,0-1,1-0,0,1,0
NUP43,PPP1CC,0-1,1-0,0,1,0
H2AFJ,RB1,0,0-1,0,0,1
DHFR,MTR,0,0-1,0,0,1
RPS15,RPS27L,0-1,1-0,0,1,0
CTPS2,POLR1A,0-1,1-0,0,1,0
UBE2Q2,UBE2S,0-1,1-0,0,1,0
ELAVL1,SRSF3,0-1,1-0,0,1,0
ERCC1,XRCC5,1-0,0,1,0,0
PAFAH1B1,PPP2R5E,0-1,1-0,0,1,0
PSMD1,PSMD13,0-1,1-0,0,1,0
BCL3,RELA,0-1,1-0,0,1,0
RBCK1,RIPK1,0,1-0,1,1,0
SDAD1,UTP14A,0-1,1-0,0,1,0
FBXW11,LTN1,0,1-0,1,1,0
DDB1,POLR2E,1-0,0,1,0,0
FIP1L1,GCFC2,0-1,1-0,0,1,0
POLD1,USP43,0-1,1-0,0,1,0
SRSF1,TXNL4A,0-1,1-0,0,1,0
CCND1,PSMB10,1-0,0,1,0,0
RPL18,RPL41,0-1,1-0,0,1,0
HNRNPUL1,PPIE,0-1,1-0,0,1,0
MTOR,RRAGD,0-1,1-0,0,1,0
IMP4,NOC4L,0-1,1-0,0,1,0
DLGAP5,MELK,0,0-1,0,0,1
HSP90B1,PDIA4,0-1,1-0,0,1,0
RPL10,RPL13,0-1,1-0,0,1,0
ARFGAP1,RACGAP1,0-1,1-0,0,1,0
RPL11,RPL30,0-1,1-0,0,1,0
CCT5,CCT7,0-1,1-0,0,1,0
FOXO3,SGK2,0,1-0,1,1,0
GOLIM4,YKT6,0-1,1-0,0,1,0
ACTA2,CALD1,1-0,0,1,0,0
NAT10,PDCD11,0-1,1-0,0,1,0
EDN1,NTSR1,0-1,1-0,0,1,0
CHEK1,NELFB,0-1,1-0,0,1,0
MCM2,POLE4,0-1,1-0,0,1,0
MTOR,SREBF1,0-1,1-0,0,1,0
RPS19,RPS27,0-1,1-0,0,1,0
COPS6,COPS8,0-1,0,0,1,1
CDT1,KITLG,0-1,1-0,0,1,0
RPL27,RPL5,0-1,1-0,0,1,0
SIN3B,SMAD3,0-1,1-0,0,1,0
DIAPH1,DIAPH2,0-1,1-0,0,1,0
NIFK,RPF1,1-0,0,1,0,0
OAS3,TRIM21,0-1,1-0,0,1,0
PIK3CD,RRAS2,0-1,1-0,0,1,0
RPL27,RPS29,0-1,1-0,0,1,0
ARFGAP1,ARFGAP3,0-1,1-0,0,1,0
RMND5A,WDR26,0,1-0,1,1,0
PRKCA,SFN,0-1,1-0,0,1,0
PARVA,PARVB,0,1-0,1,1,0
ERCC1,XRCC6,1-0,0-1,1,0,1
SRC,TNC,0,0-1,0,0,1
PES1,TEX10,0-1,1-0,0,1,0
CTNNBL1,POLR2J,0-1,1-0,0,1,0
PPP2R5B,YWHAB,0-1,1-0,0,1,0
PIK3R3,PIP5KL1,0,0-1,0,0,1
HIST1H2AC,HIST1H3H,0-1,1-0,0,1,0
DGAT2,LPIN2,0,0-1,0,0,1
HNRNPF,TXNL4A,0-1,1-0,0,1,0
AARS,FARSB,0,1-0,1,1,0
CHTF8,RFC3,1-0,0,1,0,0
EPRS,SYNCRIP,1-0,0,1,0,0
RUVBL2,UCHL5,0,1-0,1,1,0
CCT4,GBA,0,1-0,1,1,0
AK2,AMPD2,0-1,1-0,0,1,0
CUL1,MIB2,0,0-1,0,0,1
GNA12,RHOA,0-1,1-0,0,1,0
GNA15,SLC9A3R1,0-1,1-0,0,1,0
BUB3,NUP107,0,0-1,0,0,1
OTUB2,RHOA,0-1,1-0,0,1,0
SERPINE2,VWF,0-1,0,0,1,1
BLNK,GRB2,0-1,1-0,0,1,0
KLHL25,UFL1,1-0,0,1,0,0
RPL18A,RPS6,0-1,1-0,0,1,0
DHX9,PQBP1,0-1,1-0,0,1,0
ANAPC11,FBXO2,1-0,0,1,0,0
NDUFAF6,NDUFB3,1-0,0,1,0,0
CGN,PRKCZ,0-1,1-0,0,1,0
HSP90B1,P4HB,0-1,1-0,0,1,0
NOP58,WDR46,0-1,1-0,0,1,0
ANK3,BET1L,0-1,1-0,0,1,0
RPS3,RPS9,0,1-0,1,1,0
CDK1,PKMYT1,0,0-1,0,0,1
KLHL9,ZBTB16,0-1,1-0,0,1,0
PSMA2,PSMB1,0-1,1-0,0,1,0
CDC20,ZW10,0-1,1-0,0,1,0
COPA,GOSR1,0,1-0,1,1,0
NDUFA11,NDUFB11,0,1-0,1,1,0
RPL8,RPS2,0-1,1-0,0,1,0
MRPL13,RPL7L1,0-1,1-0,0,1,0
GNG12,NTSR1,0-1,1-0,0,1,0
GPR161,PRKAR1B,0-1,1-0,0,1,0
POLR1E,POLR2K,0-1,1-0,0,1,0
FBXW8,SPSB2,0-1,1-0,0,1,0
RPL24,RPS3,0-1,1-0,0,1,0
LRR1,RNF144B,0,0-1,0,0,1
ELOA,SUPT5H,0-1,1-0,0,1,0
EIF2S2,EIF3A,0,1-0,1,1,0
AURKAIP1,MRPS11,0-1,1-0,0,1,0
DLGAP5,PBK,0,0-1,0,0,1
AURKB,NDC80,0-1,1-0,0,1,0
NUP37,RAN,0-1,1-0,0,1,0
PUM3,RRP9,0-1,1-0,0,1,0
CALD1,VCL,0-1,1-0,0,1,0
GUK1,RRM2,0,0-1,0,0,1
NDC1,SNRPD1,0-1,1-0,0,1,0
TNFRSF10B,TRADD,0,1-0,1,1,0
CCNB1,PRC1,0,0-1,0,0,1
POLR2K,POLR3A,0-1,1-0,0,1,0
RNF4,TRIM11,0-1,1-0,0,1,0
SKP2,UBE2S,0-1,1-0,0,1,0
PFDN2,TUBB2A,0,1-0,1,1,0
RPL4,RPL8,0-1,1-0,0,1,0
GLI3,PSMA5,0-1,0,0,1,1
RPS15A,RPS6,1-0,0,1,0,0
H2AFZ,MYBBP1A,0-1,1-0,0,1,0
ERBB2,HRAS,0-1,1-0,0,1,0
MGLL,PNPLA2,0-1,1-0,0,1,0
CASP6,LMNA,0-1,1-0,0,1,0
RPS15,SNU13,0-1,1-0,0,1,0
KIF23,ZW10,0-1,1-0,0,1,0
POLR2J,UBA52,0-1,1-0,0,1,0
MRPS15,MRPS24,0-1,1-0,0,1,0
SNRPB,SNU13,0-1,1-0,0,1,0
EDN3,TRH,0,1-0,1,1,0
DNAJB1,MAPK6,0,1-0,1,1,0
ITPR3,PLCB3,0-1,1-0,0,1,0
KIF18A,ZW10,0-1,1-0,0,1,0
H2AFZ,MBD2,0,1-0,1,1,0
CCNB2,UBE2C,0,0-1,0,0,1
CDK1,SEC13,0,0-1,0,0,1
EIF5B,RPL15,0-1,1-0,0,1,0
ACADM,PCCA,0,1-0,1,1,0
MRPL57,MRPS34,0-1,1-0,0,1,0
CENPE,STAG1,0-1,1-0,0,1,0
CPSF3,SNRPD1,0-1,1-0,0,1,0
PLK4,TUBGCP2,0-1,1-0,0,1,0
EIF3E,RPS4X,0-1,1-0,0,1,0
MCM3,RRM2,0,0-1,0,0,1
MRPL3,TUFM,0-1,1-0,0,1,0
CD36,NCOA1,1-0,0,1,0,0
NDUFA3,NDUFB5,0-1,1-0,0,1,0
CANX,SAR1B,0-1,1-0,0,1,0
CCT3,NOP56,1-0,0,1,0,0
GPX4,MGST3,0-1,1-0,0,1,0
EFTUD2,TXNL4A,0,1-0,1,1,0
ARHGAP39,RAC2,0-1,1-0,0,1,0
EXOSC8,UTP4,0-1,1-0,0,1,0
NUDT21,PQBP1,0-1,1-0,0,1,0
EIF1AX,RPS27L,1-0,0,1,0,0
CDK1,NDC1,0,0-1,0,0,1
GCFC2,HNRNPM,0-1,1-0,0,1,0
RPL9,RPS11,0-1,1-0,0,1,0
EFEMP1,MFAP2,0,1-0,1,1,0
FBXO9,RBCK1,0-1,1-0,0,1,0
NUP160,PMF1-BGLAP,0,0-1,0,0,1
H2AFJ,POLR2D,0-1,1-0,0,1,0
GOT2,LDHB,0-1,1-0,0,1,0
RAP1A,VCL,0-1,1-0,0,1,0
ARPC4,RAB5B,0,0-1,0,0,1
ATF2,RB1,0,0-1,0,0,1
RPS2,SRP68,0-1,1-0,0,1,0
NCBP1,SNRPN,0-1,1-0,0,1,0
CENPW,ITGB3BP,0-1,1-0,0,1,0
FAIM2,FAS,0-1,1-0,0,1,0
DCLRE1A,FANCI,0-1,1-0,0,1,0
ARSA,ARSB,0-1,1-0,0,1,0
H2AFJ,SUV39H1,0-1,1-0,0,1,0
ALYREF,POLDIP3,0-1,1-0,0,1,0
SPSB2,UBE2L3,0-1,1-0,0,1,0
SNRPF,TXNL4A,0-1,1-0,0,1,0
CDKN1B,MYC,0,1-0,1,1,0
HIST1H2BD,TTF1,0-1,1-0,0,1,0
EXOSC4,PELP1,0,1-0,1,1,0
ALYREF,SNRPB2,0-1,1-0,0,1,0
SLC25A13,TOMM40,0-1,1-0,0,1,0
EIF1AX,RPS3,0,0-1,0,0,1
EGR2,HIST1H2BD,1-0,0,1,0,0
ORC1,PSMB10,0,1-0,1,1,0
CCNA2,PSMB10,0,1-0,1,1,0
ACTA2,TPM2,1-0,0,1,0,0
LRWD1,ORC1,0-1,1-0,0,1,0
RAF1,SCNN1G,0,0-1,0,0,1
EGR2,H2AFX,0,0-1,0,0,1
FBL,NIP7,0-1,1-0,0,1,0
ERCC1,RFC5,0-1,1-0,0,1,0
CIT,RHOC,0-1,0,0,1,1
SARNP,SRSF7,0-1,1-0,0,1,0
CENPS,UBE2T,0-1,1-0,0,1,0
NME1,POLD4,0,1-0,1,1,0
RBCK1,UBE2R2,0,1-0,1,1,0
PES1,WDR18,1-0,0,1,0,0
RPL11,UBA52,1-0,0,1,0,0
ARPC4,RAC1,0-1,1-0,0,1,0
RNPS1,SF3B2,0-1,1-0,0,1,0
KIF11,MCM5,0-1,1-0,0,1,0
GRPEL2,HSPA9,0,0,1,1,1
ACO1,IDH3G,1-0,0,1,0,0
PRPF6,U2AF1L4,0-1,1-0,0,1,0
AP3S1,TXNDC5,0-1,1-0,0,1,0
SF3A2,SNRNP27,0-1,1-0,0,1,0
NRAS,RIN1,0-1,1-0,0,1,0
B9D2,SDCCAG8,0-1,1-0,0,1,0
RPL23A,RPS27,0-1,1-0,0,1,0
SNRPD1,SNRPG,0-1,1-0,0,1,0
PPARD,PPARG,0,0-1,0,0,1
RNPS1,SNRNP70,0-1,1-0,0,1,0
PSMD3,UBE2E1,0-1,1-0,0,1,0
EME1,XRCC2,1-0,0,1,0,0
SNRPB2,USP39,0-1,1-0,0,1,0
GRWD1,PDCD11,0-1,1-0,0,1,0
PTBP1,SNRPC,0-1,1-0,0,1,0
APBB1,ESR1,0-1,1-0,0,1,0
MRPL12,MRPL38,0-1,1-0,0,1,0
RPL29,RPS8,0-1,1-0,0,1,0
ALOX12,CYP4F2,1-0,0,1,0,0
SGPL1,SGPP2,0-1,1-0,0,1,0
MRPS10,MRPS7,0-1,1-0,0,1,0
TUBB4A,TUBG1,0-1,0,0,1,1
BET1L,COPE,0-1,1-0,0,1,0
FNTA,FNTB,0,0-1,0,0,1
FBXL7,UBR4,0,1-0,1,1,0
LSM2,POLR2K,0-1,1-0,0,1,0
RACK1,RPS9,0-1,1-0,0,1,0
MRPS12,MRPS7,1-0,0,1,0,0
CUL3,PSMF1,0-1,1-0,0,1,0
RPL37A,RPS19,0-1,1-0,0,1,0
HIST1H2BD,PLK1,0,1-0,1,1,0
ALYREF,NUP62,0-1,1-0,0,1,0
CASP3,FADD,0,0-1,0,0,1
RNF7,UBAC1,0-1,1-0,0,1,0
RRM2,TXN,0-1,0,0,1,1
NUP35,TOP2A,0-1,1-0,0,1,0
GRB2,PELP1,0-1,1-0,0,1,0
RPL35,RPS27L,0,1-0,1,1,0
CDK19,PPARG,0,0-1,0,0,1
ARF4,RACGAP1,1-0,0,1,0,0
MTHFD1,PFAS,0-1,1-0,0,1,0
FCHO2,IGF2R,0,0-1,0,0,1
COPS8,POLR2D,0,0-1,0,0,1
MRPS16,MRTO4,1-0,0,1,0,0
CDC16,LRSAM1,0-1,1-0,0,1,0
